,T,P1,P2,runoff
1/22/1967,0.7,7.1,5.5,3.42
1/23/1967,0,3.5,1.6,3.33
1/24/1967,1.6,8.8,5.2,3.33
1/25/1967,2.8,0.3,1,3.26
1/26/1967,1.7,26.6,10.2,3.33
1/27/1967,2.7,0,0,4.24
1/28/1967,0.9,0,0,4.06
1/29/1967,3.2,0,0,3.97
1/30/1967,1.5,0,0,4.15
1/31/1967,1,0,0,4.24
2/1/1967,0.3,0,0,4.06
2/2/1967,2.7,0,0,4.06
2/3/1967,2.7,0,0,3.97
2/4/1967,4.7,5.8,4.1,4.06
2/5/1967,2,0,0,4.24
2/6/1967,-1.5,0,0,4.06
2/7/1967,-1.3,0,0,3.88
2/8/1967,-1,0,0,3.88
2/9/1967,-0.2,0,0,3.79
2/10/1967,-2.5,0,0,3.6
2/11/1967,-3.2,0,0,3.33
2/12/1967,-2.4,0,0,3.33
2/13/1967,-4.2,0,0,3.18
2/14/1967,-5,0,0,3.18
2/15/1967,1.7,0,0,3.18
2/16/1967,5.2,0,0,3.26
2/17/1967,1,0,0,3.18
2/18/1967,1,2.1,2.1,3.18
2/19/1967,3.1,19.6,9.1,3.18
2/20/1967,4.5,14.8,15.2,3.88
2/21/1967,11.7,0.5,3.8,14.6
2/22/1967,6.3,0,0,12
2/23/1967,3.6,2.2,6,8.6
2/24/1967,1.6,0,0,7.28
2/25/1967,4.2,0,0,6.67
2/26/1967,6.6,0.6,0,6.54
2/27/1967,3.4,5.2,5,6.27
2/28/1967,8.9,6.1,5.5,6.41
3/1/1967,4.4,16.6,16.5,10
3/2/1967,5.8,0,0,10
3/3/1967,4.4,0,0,8.2
3/4/1967,4.3,0,0,7.74
3/5/1967,7.1,1.2,0.7,8.05
3/6/1967,7.9,0.1,0.1,10.6
3/7/1967,9.5,0,0,11.8
3/8/1967,9,0,0,12
3/9/1967,10.6,0,0,12.4
3/10/1967,7.9,3.8,2.9,12.6
3/11/1967,7.4,3.7,6.9,12.6
3/12/1967,7.4,0,0.4,11.8
3/13/1967,2.8,16,13.7,10
3/14/1967,1.7,0.2,0,8.6
3/15/1967,2.4,0,0,7.89
3/16/1967,2.3,4.4,12.2,7.89
3/17/1967,5.2,1.2,2.3,7.28
3/18/1967,3.3,14.4,15.5,6.98
3/19/1967,1,7.4,5,6.54
3/20/1967,1.7,40.3,31.8,6.27
3/21/1967,5.4,0,0,6.27
3/22/1967,6,0,0,6.98
3/23/1967,6.1,0.4,1.5,7.59
3/24/1967,4.4,0,0,7.28
3/25/1967,4.2,0,0,7.44
3/26/1967,5.1,3.8,3,7.74
3/27/1967,7.7,9.8,4.9,7.74
3/28/1967,3.6,9.6,6.1,8.2
3/29/1967,2.7,1.5,0.5,7.59
3/30/1967,2.4,0.3,0.7,6.67
3/31/1967,2.8,9.2,4.5,6.27
4/1/1967,3.9,1,0.9,6.01
4/2/1967,5.3,0,0,6.01
4/3/1967,5.4,15.2,16.4,6.41
4/4/1967,5.7,2.4,2,6.82
4/5/1967,9.2,0.3,0.4,6.67
4/6/1967,4.7,7.5,4.5,7.44
4/7/1967,1.6,1.5,1,6.98
4/8/1967,4.7,0,0,6.41
4/9/1967,8.5,3.1,0.8,6.98
4/10/1967,5.5,1.2,0.9,8.2
4/11/1967,5.8,0,0,7.89
4/12/1967,7,0,0,7.89
4/13/1967,9.7,0,0,9.6
4/14/1967,10.5,0,0,12
4/15/1967,11.7,0,0,13.5
4/16/1967,10.1,0,0,16.4
4/17/1967,11.6,0,0,19.2
4/18/1967,12.6,0,3.9,21
4/19/1967,7.7,0,0,22.2
4/20/1967,12.8,0,0,22.2
4/21/1967,4.8,12.5,17.9,21.9
4/22/1967,1.1,3.3,2,16.7
4/23/1967,3.2,20.7,15.5,13.5
4/24/1967,1.9,1.6,0.9,12.2
4/25/1967,3.7,0,0,10.8
4/26/1967,4.7,0.4,0,10.2
4/27/1967,5.2,0.3,0,9.8
4/28/1967,6.1,0,0,9.4
4/29/1967,9.2,0,0,11
4/30/1967,12.1,0,0,13.5
5/1/1967,10.6,2.1,2.8,15.4
5/2/1967,7.5,12.4,15.3,16.4
5/3/1967,2.3,9.1,4,14.7
5/4/1967,6.7,0,0,12.6
5/5/1967,12.2,0,0,13.3
5/6/1967,7.8,3.7,3,15.7
5/7/1967,10.7,0,0,15.9
5/8/1967,12.6,0,0,18.1
5/9/1967,13.9,0,0,22.2
5/10/1967,15.6,0,0,28.5
5/11/1967,16.5,0,0,32.3
5/12/1967,18.4,0,0,36.6
5/13/1967,17.6,0,0,41.3
5/14/1967,18.5,0.3,0.5,45.5
5/15/1967,14,3,2.9,55.8
5/16/1967,12.6,4,1.8,49
5/17/1967,11.6,11.8,14.5,41.7
5/18/1967,10.1,4.1,4.5,38.9
5/19/1967,12.5,0,0,31.3
5/20/1967,10.2,0.2,0.5,26.2
5/21/1967,12.1,0,0,24.1
5/22/1967,15.2,15.5,8.7,25.3
5/23/1967,6.7,14.5,13.5,27.8
5/24/1967,12,5.3,3.5,23.5
5/25/1967,10.6,12.7,7.3,24.1
5/26/1967,12.6,0,0,28.8
5/27/1967,16.2,0,0,29.1
5/28/1967,20.4,1.1,0,42.6
5/29/1967,12,3.8,6.6,46.9
5/30/1967,10.3,19.7,19.8,40.6
5/31/1967,6.6,10.1,13.9,35.6
6/1/1967,9.9,0.1,0.1,28.1
6/2/1967,12.6,0,0,25.3
6/3/1967,13.9,0,0,26.5
6/4/1967,15,0,0,30.1
6/5/1967,17,0,0,34.3
6/6/1967,18.6,5.7,4.3,41.7
6/7/1967,17.3,30.2,6.4,55.1
6/8/1967,11.3,22.2,24.9,67
6/9/1967,8.9,5.8,5,49.4
6/10/1967,8.6,2.6,2,35.3
6/11/1967,9.6,0.4,0,28.5
6/12/1967,10.6,0,0.6,24.1
6/13/1967,12.4,0,0,21.6
6/14/1967,11.1,2.1,5.5,20.4
6/15/1967,8.7,11.5,15.4,21.6
6/16/1967,11.5,0,0,20.4
6/17/1967,14.4,0,0,21
6/18/1967,15.8,0,0.9,24.7
6/19/1967,14.6,7.5,6.5,28.5
6/20/1967,13.2,1.2,0.2,28.5
6/21/1967,15.4,0,0,26.2
6/22/1967,18.8,0,0,32.6
6/23/1967,21,0,0,45.1
6/24/1967,22,0,0,56.6
6/25/1967,20.5,2.3,0.6,62.1
6/26/1967,20.4,2.1,1.9,64
6/27/1967,14.8,7.1,6.5,67.7
6/28/1967,16,0,0,53.6
6/29/1967,18,0,0,45.8
6/30/1967,19.8,0,0,45.5
7/1/1967,21.8,0.1,0,52.2
7/2/1967,21.7,1.5,0.8,56.9
7/3/1967,17.4,2.1,15.5,55.8
7/4/1967,18.8,0,0,57.3
7/5/1967,19.6,0,0,50.4
7/6/1967,18.1,1.5,3,47.2
7/7/1967,15.6,6.6,12.2,51.1
7/8/1967,17.5,8.5,17.5,50.1
7/9/1967,15.7,0,0,63.2
7/10/1967,15.6,0,0,44.1
7/11/1967,17.6,0,0,41.7
7/12/1967,21,0,0,44.4
7/13/1967,21.9,0,0,50.8
7/14/1967,19.4,0.1,0,51.5
7/15/1967,17.9,2.9,5.4,47.2
7/16/1967,19.2,0,0,47.2
7/17/1967,21.3,0,0,47.9
7/18/1967,22,0,0,51.8
7/19/1967,23.7,0,0,57.3
7/20/1967,22.5,0,0,56.6
7/21/1967,23,0.6,0.1,57.7
7/22/1967,22.7,5.4,4,62.8
7/23/1967,20.7,2.1,0.8,68.9
7/24/1967,18.4,5.6,6.4,64.7
7/25/1967,16.4,13.8,4.4,64.7
7/26/1967,17.4,0,0,55.8
7/27/1967,19.3,0,0,45.8
7/28/1967,18.4,0.6,0.2,40.6
7/29/1967,20.2,0,1.9,40.3
7/30/1967,20.4,0,0,41.3
7/31/1967,19.6,2.1,4.2,45.8
8/1/1967,21.9,0,0,49.7
8/2/1967,20,17.7,14.3,57.7
8/3/1967,18,5.6,9.8,69.3
8/4/1967,16.7,11.6,13.9,62.5
8/5/1967,14.5,0.8,1,59.1
8/6/1967,12.9,0,0,40.6
8/7/1967,15.4,0,0,34.9
8/8/1967,18,0,0,34.6
8/9/1967,21,6.7,5.3,40.3
8/10/1967,15.9,14.6,10.5,49.7
8/11/1967,16.6,0,0,38.9
8/12/1967,15.1,11.3,8.8,33.6
8/13/1967,13.4,0.4,2.2,31
8/14/1967,13.4,7.1,8.8,24.7
8/15/1967,17.1,0,0,42.4
8/16/1967,18.4,18.3,13.9,44.4
8/17/1967,17.1,3.5,0.4,63.2
8/18/1967,18.5,0,0,43
8/19/1967,18.8,2.3,5.4,37.9
8/20/1967,15,0.2,0.1,38.6
8/21/1967,16,0,0,30.4
8/22/1967,17.1,0,0,33
8/23/1967,16.9,20.6,13.5,31
8/24/1967,15.5,4.2,1.2,34
8/25/1967,16.8,0,0,28.8
8/26/1967,18.2,4.6,0,28.1
8/27/1967,18.1,0,0,28.5
8/28/1967,18,0,0,28.1
8/29/1967,18,0,0,28.8
8/30/1967,16.6,0.2,7,29.1
8/31/1967,17.6,0,0,27.2
9/1/1967,17.3,0.5,0.6,25.3
9/2/1967,17.5,0.1,0.1,28.1
9/3/1967,16.6,6.4,1.2,29.7
9/4/1967,10.7,29.7,19.3,36.1
9/5/1967,11.5,0,0,25
9/6/1967,10.9,6.3,5.3,22.9
9/7/1967,10.6,6.1,6.5,20.1
9/8/1967,10.3,5,6.2,18.4
9/9/1967,8.9,10.6,10,19.8
9/10/1967,7.8,17.8,16.3,21.9
9/11/1967,9.5,1.7,1.1,20.1
9/12/1967,9.7,0,0,17.5
9/13/1967,9.4,3.6,3.5,15.9
9/14/1967,9.2,6.8,3.4,16.4
9/15/1967,10.9,14.9,14.7,16.4
9/16/1967,10.7,3.6,1.4,21.3
9/17/1967,12.5,0,0,17.8
9/18/1967,10.8,0.1,0,15.9
9/19/1967,13.5,8.6,3.3,14.4
9/20/1967,12.2,0.8,0.1,14.9
9/21/1967,15.3,4.5,3.5,15.9
9/22/1967,12.2,0.1,0.1,22.9
9/23/1967,11.8,0,0,17.8
9/24/1967,12.6,0,0,16.4
9/25/1967,13.6,0,0,17.5
9/26/1967,14,0,0,19.2
9/27/1967,16,0,0,18.6
9/28/1967,15.4,0,0,18.4
9/29/1967,16.4,0,0,17.8
9/30/1967,15.5,2.6,1.7,17.5
10/1/1967,15.7,0,0,16.4
10/2/1967,15.4,10.7,8,15.7
10/3/1967,13.4,1,0,17.2
10/4/1967,11.1,7.7,7,13.5
10/5/1967,9.6,0.8,0,11.4
10/6/1967,8.3,1,3,9.4
10/7/1967,13.7,0,0,13.5
10/8/1967,12.4,0,0,12.2
10/9/1967,11.4,0,0,11.8
10/10/1967,11.6,0,0,11.4
10/11/1967,10.6,0,0,10.6
10/12/1967,10.8,0,0,10.2
10/13/1967,9.7,0,0,9.6
10/14/1967,11.7,0,0,9.4
10/15/1967,13.2,0,0,10.4
10/16/1967,13.6,0,0,11.2
10/17/1967,16,24.7,16.2,11
10/18/1967,9.6,0,0,15.2
10/19/1967,5.4,0,0,9.4
10/20/1967,6.6,0,0,8.2
10/21/1967,7.1,0,0,7.74
10/22/1967,8.6,0,0,7.44
10/23/1967,8.7,0,0,7.13
10/24/1967,8.8,0,0,6.98
10/25/1967,9.4,0,0,6.82
10/26/1967,9.3,0,0,6.41
10/27/1967,9.7,0.1,0,6.27
10/28/1967,9.8,4.2,4.1,6.27
10/29/1967,4.7,1.5,2.2,6.14
10/30/1967,5.5,0,0,5.48
10/31/1967,3.2,5.7,5.1,5.24
11/1/1967,7,1.1,0.2,5.02
11/2/1967,6.7,8.7,9.7,5.02
11/3/1967,4.7,0,0,5.24
11/4/1967,4.7,6,7,4.68
11/5/1967,7.5,0.5,0,5.02
11/6/1967,3.1,0,0,4.68
11/7/1967,3.9,0,0,4.46
11/8/1967,3.7,0,0,4.24
11/9/1967,3.8,0.9,1.5,4.15
11/10/1967,6.4,2.6,0.2,4.15
11/11/1967,5.5,1,0.6,4.24
11/12/1967,6.5,0,0,4.24
11/13/1967,5.2,0,0,4.06
11/14/1967,3.2,0,0,4.06
11/15/1967,8.6,0.3,0,4.06
11/16/1967,7.3,8.1,7.8,4.15
11/17/1967,6.9,1.7,1.1,6.96
11/18/1967,6.7,0.5,0,6.14
11/19/1967,4.9,0,0,5.24
11/20/1967,4.1,0,0,4.68
11/21/1967,3.7,0,0,4.46
11/22/1967,3.7,0,0,4.15
11/23/1967,2.2,0,0,4.06
11/24/1967,1.4,0,0,3.88
11/25/1967,1,0,0,3.69
11/26/1967,3,1.7,2.6,3.69
11/27/1967,1.5,6.6,8,3.69
11/28/1967,-0.1,0,0,3.51
11/29/1967,3.9,0.9,0.4,3.51
11/30/1967,4.1,0,0.1,3.42
12/1/1967,3.5,0,0,3.33
12/2/1967,3,0,0,3.26
12/3/1967,1.6,0,0,3.26
12/4/1967,2.4,0,0.2,3.18
12/5/1967,1,0,0,3.11
12/6/1967,1.2,8.3,9.8,3.03
12/7/1967,0.2,1.2,7,3.11
12/8/1967,-4.2,0.6,0.1,2.96
12/9/1967,-9.6,0,0,2.88
12/10/1967,-8.6,0,0,2.73
12/11/1967,-6,0.1,0,2.58
12/12/1967,-7.6,0,0,2.46
12/13/1967,-5.6,0,0,2.52
12/14/1967,-4,0,0,2.58
12/15/1967,-3.4,0,0,2.58
12/16/1967,-1.5,5.1,2.3,2.73
12/17/1967,-0.2,0,0,2.73
12/18/1967,-2.3,0,0,2.66
12/19/1967,-2.3,15.1,15.5,2.58
12/20/1967,-5,0.3,0,2.73
12/21/1967,-6.1,0,0,2.96
12/22/1967,1.7,2.5,0.7,3.18
12/23/1967,2.3,12.1,8.5,3.42
12/24/1967,5,0.8,0.1,5.39
12/25/1967,1.7,1.1,0,3.11
12/26/1967,2.2,0.5,1.6,3.03
12/27/1967,2,0,0,3.03
12/28/1967,0.6,2.7,0,3.03
12/29/1967,0.2,10.8,6.5,3.03
12/30/1967,-1.5,0.4,0.2,3.03
12/31/1967,-2.7,3,4.5,3.03
1/1/1968,-1.1,12.9,12,2.83
1/2/1968,-0.7,2.7,4,2.69
1/3/1968,-3.1,9.8,7.5,2.69
1/4/1968,2.3,0.3,3,2.83
1/5/1968,1.2,11.8,6.5,2.76
1/6/1968,2,10.8,21.7,2.9
1/7/1968,-0.3,20,29.3,2.97
1/8/1968,-2.9,0.3,1.5,3.04
1/9/1968,-1.7,14.1,9.7,3.11
1/10/1968,-7.8,8.7,8.1,2.76
1/11/1968,-4.3,4.5,14.8,2.69
1/12/1968,-7.9,0.3,0.5,2.62
1/13/1968,-12.1,4.1,4.6,2.97
1/14/1968,-0.9,41.2,33.9,5.16
1/15/1968,0.2,0,0,5.68
1/16/1968,-2.8,0,0,4.11
1/17/1968,1.2,7.6,9,3.63
1/18/1968,2,16.1,21.5,3.54
1/19/1968,0.7,9.5,14.3,3.35
1/20/1968,0.7,0,0,3.18
1/21/1968,-1.9,0,0,3.11
1/22/1968,-2.3,0,0,3.04
1/23/1968,-2.5,0,0,3.04
1/24/1968,-1.6,8.6,14.8,2.97
1/25/1968,-1.5,21.2,24.6,2.97
1/26/1968,2.1,53.7,66.5,3.11
1/27/1968,1.2,7.8,5.5,3.11
1/28/1968,1.7,0,0,3.11
1/29/1968,-1.5,0,0,2.97
1/30/1968,-3.2,0,0,2.97
1/31/1968,-2.4,0,0,2.9
2/1/1968,-1,0,0,2.9
2/2/1968,1.2,8.1,9,2.9
2/3/1968,1.6,6.6,8.8,2.9
2/4/1968,-0.8,1.8,1,2.9
2/5/1968,-3.3,0,0,2.83
2/6/1968,0.4,1.9,1.6,2.83
2/7/1968,-1.1,0,0,2.83
2/8/1968,-3.2,0,0,2.76
2/9/1968,0.4,19.4,14.7,2.76
2/10/1968,1.6,1.2,0,2.83
2/11/1968,1.1,0,0,2.76
2/12/1968,1.7,2,2.1,2.83
2/13/1968,2,1.6,0.7,2.83
2/14/1968,3.2,0.9,0.7,2.97
2/15/1968,3.7,9.1,6.2,3.35
2/16/1968,1.1,3,2.9,3.44
2/17/1968,-0.7,0.9,0.2,3.25
2/18/1968,-3.1,0,0,3.11
2/19/1968,-2.4,1.5,0.9,3.04
2/20/1968,1.7,4.2,1.9,3.11
2/21/1968,2.8,0,0,3.11
2/22/1968,2.6,1.4,0,3.18
2/23/1968,3.7,0.9,0,3.25
2/24/1968,4.9,1.2,1.8,3.54
2/25/1968,3.5,0,0,4.01
2/26/1968,1.6,0,0,4.01
2/27/1968,1.2,0,0,3.82
2/28/1968,-0.4,0,0,3.63
2/29/1968,-1.5,0,0,3.63
3/1/1968,-0.9,0,0,3.63
3/2/1968,1.1,0,0,3.63
3/3/1968,2.2,0,0,3.63
3/4/1968,1.4,0.1,0,3.35
3/5/1968,1.5,0,0.1,3.18
3/6/1968,1.7,11,14.9,3.18
3/7/1968,-1.2,1.2,1,3.11
3/8/1968,1.2,0,0,3.04
3/9/1968,0.2,0,0,3.04
3/10/1968,3.4,16.3,24.5,3.11
3/11/1968,1.3,20,21.5,3.25
3/12/1968,0.8,0.4,0,3.11
3/13/1968,-1.7,0,0,3.04
3/14/1968,-0.5,0.3,0,3.11
3/15/1968,2.2,5.9,4.6,3.04
3/16/1968,2.2,0.8,0,3.11
3/17/1968,4.1,0.1,0,3.11
3/18/1968,8.6,0,0,3.44
3/19/1968,5.5,0,0,4.01
3/20/1968,6.5,0,0,4.32
3/21/1968,3.1,7.7,6.7,4.44
3/22/1968,4.1,0.1,0.7,4.44
3/23/1968,6.4,0.2,0,4.32
3/24/1968,7.4,0,0,5.68
3/25/1968,7.5,0,0,7.48
3/26/1968,7.6,0,0,8.9
3/27/1968,7.9,0,0,10.5
3/28/1968,8.7,0,0,13.4
3/29/1968,10.1,0,0,16.2
3/30/1968,10.8,0,0,17.7
3/31/1968,9.1,0,0,17.7
4/1/1968,9.6,0,0,18.2
4/2/1968,9.9,0.1,0,18.7
4/3/1968,2.9,7.8,4.3,17.2
4/4/1968,4.3,0,0,13.3
4/5/1968,7.7,0,0,11.7
4/6/1968,7.8,1.5,3.2,13.3
4/7/1968,5.2,14.4,12.4,15.5
4/8/1968,3,1.9,0,13
4/9/1968,3.8,0,0,11
4/10/1968,3.9,0,0,10.1
4/11/1968,6.5,0,0,10.3
4/12/1968,1.8,8.6,4.2,10.3
4/13/1968,2.5,1.2,0,9.3
4/14/1968,7.7,0,0,8.5
4/15/1968,10.4,0,0,10.3
4/16/1968,12.4,0,0,15.3
4/17/1968,12.3,0,0,20.5
4/18/1968,13.4,0,0,24.5
4/19/1968,14.4,0,0,27.4
4/20/1968,14.9,0,0,32.3
4/21/1968,16,0,0,35.3
4/22/1968,15.9,0,0,39.2
4/23/1968,16.5,0,0,41.3
4/24/1968,9.4,20.3,17.3,40.6
4/25/1968,8.1,1.5,0.9,32
4/26/1968,9.8,0.1,0,23.9
4/27/1968,11,11.1,10,21.7
4/28/1968,11.5,1,3.3,26.4
4/29/1968,7.6,9.9,7,26.7
4/30/1968,10.3,0.4,0.5,22
5/1/1968,11.2,0,0,19.6
5/2/1968,11.7,3.4,4,20.4
5/3/1968,12.8,0,0,23.4
5/4/1968,16.4,0,0,25.9
5/5/1968,13,0.2,0.6,33.2
5/6/1968,8.8,23.3,28.2,34.5
5/7/1968,5.1,2.5,2.4,30.5
5/8/1968,9.6,0,0,23.4
5/9/1968,13,0.4,0.1,21.2
5/10/1968,11.9,0,0,20.7
5/11/1968,14.6,5.9,0,22.6
5/12/1968,5.6,17.5,18.6,29
5/13/1968,9.1,0,0,24.2
5/14/1968,12.6,0,0,22.3
5/15/1968,15,0,0,23.9
5/16/1968,14.8,13.8,4.6,27.6
5/17/1968,9.3,4.8,2.2,32.6
5/18/1968,8.8,1.5,1.3,25
5/19/1968,9,0.6,0.5,20.9
5/20/1968,8.5,0,0,18.9
5/21/1968,9,9.1,12.5,18.4
5/22/1968,7.2,2.2,5,19.9
5/23/1968,11.4,0,0,18.9
5/24/1968,16.2,0,0,20.2
5/25/1968,14.3,8.8,6.2,24.2
5/26/1968,13.9,1.7,1.9,30.2
5/27/1968,15.3,0.1,1.7,30.2
5/28/1968,17.5,0,0,36.8
5/29/1968,18.7,20.7,8,44.2
5/30/1968,13.5,1.4,1.8,51.4
5/31/1968,14.2,0,0,41.3
6/1/1968,13.1,0,0,35.8
6/2/1968,14.2,0,0,31.7
6/3/1968,15.6,0,0,31.7
6/4/1968,12.9,0.2,0,29.9
6/5/1968,16.6,0,0,31.7
6/6/1968,16.4,24.1,14.5,42.4
6/7/1968,16.4,0.4,2.1,54.3
6/8/1968,15.1,4.3,11,46.2
6/9/1968,12.2,1.1,2,46.8
6/10/1968,13.7,0,0,36.8
6/11/1968,13.2,0,0,30.5
6/12/1968,13.3,0,0,26.1
6/13/1968,13.9,0.2,3.3,23.6
6/14/1968,15.1,0.5,0.4,26.7
6/15/1968,14.1,4.9,2.4,27.3
6/16/1968,13.7,9,5,28.2
6/17/1968,14.9,0.8,0,29.3
6/18/1968,17,0,0,31.7
6/19/1968,16,2.6,9.8,34.2
6/20/1968,13.6,24.5,21,41.1
6/21/1968,12.5,1.5,0,47.7
6/22/1968,15,0,0,33.6
6/23/1968,14.4,12.8,16.5,34.8
6/24/1968,14.5,0.7,0,37.7
6/25/1968,18.3,0,0,33.9
6/26/1968,16.9,3.5,5,41
6/27/1968,20.3,0,1.1,43.6
6/28/1968,22.2,0,0,49.5
6/29/1968,25.2,0,0,60.9
6/30/1968,22.4,0,0,60.9
7/1/1968,23.1,0,0,53.9
7/2/1968,24,1,14.8,57.2
7/3/1968,16.9,0.2,0,60.2
7/4/1968,17.9,0.2,2.7,53.9
7/5/1968,20.7,0.8,0,50.5
7/6/1968,16.4,13.5,13.8,53.2
7/7/1968,20.1,0,0,47.2
7/8/1968,22.4,0,0,51.4
7/9/1968,21.8,0,0,55.4
7/10/1968,21.4,3.6,3.9,59
7/11/1968,18,14.3,14.4,74.2
7/12/1968,17.1,0,0,52.8
7/13/1968,17.1,1,0,39.7
7/14/1968,17.6,10.5,7,37.1
7/15/1968,16.2,3.2,0.8,43.2
7/16/1968,11.9,8.1,9.9,30.5
7/17/1968,10.7,15.1,8.9,27.9
7/18/1968,11.8,4.2,2.6,25.6
7/19/1968,13.1,4.7,4,22.6
7/20/1968,15.4,8.4,5.1,22.8
7/21/1968,12,3.1,5.9,29.3
7/22/1968,13.4,0,0,24.2
7/23/1968,14.8,19.3,14.3,22.3
7/24/1968,12.8,5,3.6,32.6
7/25/1968,15.6,0,0,25
7/26/1968,14.8,0,0,23.9
7/27/1968,16.6,0,0,22.8
7/28/1968,16.1,0,0,22
7/29/1968,17.5,0,0,22.3
7/30/1968,18.6,0,0.5,23.1
7/31/1968,19.9,0.9,0.8,26.4
8/1/1968,18.5,4.4,7.2,32.3
8/2/1968,16.2,23.7,34,36.4
8/3/1968,12.7,5.2,5.6,60.9
8/4/1968,15.8,0,0,41
8/5/1968,17,2.1,1,35.2
8/6/1968,16.3,4.6,10.7,37.1
8/7/1968,15.3,0.4,3.1,39.7
8/8/1968,15.2,22.3,16.5,31.4
8/9/1968,14,1.3,1.9,47.2
8/10/1968,13.7,11.9,7.9,41.2
8/11/1968,15.2,8.3,13.2,39.7
8/12/1968,13.8,4.2,4.1,45.8
8/13/1968,14.5,7.4,10.7,35.2
8/14/1968,12.1,32.1,32.1,59.2
