,T,P1,P2,runoff
7/6/1951,16.7,0,0,36.2
7/7/1951,20.5,0,0,36.9
7/8/1951,18.7,39.3,19.5,43.2
7/9/1951,17.7,1.2,2.9,56.3
7/10/1951,21.1,0,0,47.4
7/11/1951,19.5,14.1,6.8,54.5
7/12/1951,18.3,4.8,0,59.1
7/13/1951,19,7,6.7,50.4
7/14/1951,18.7,11.1,26,54.6
7/15/1951,16.8,58.5,30.3,71.9
7/16/1951,11.8,12,9.5,85.7
7/17/1951,15.1,0,0,57.2
7/18/1951,16.2,0,0,46
7/19/1951,19.4,0,0,46
7/20/1951,18.9,0,0,44.8
7/21/1951,19.5,0,0,43.5
7/22/1951,20.1,3.2,7.4,45.4
7/23/1951,15.7,10.6,6.3,45.1
7/24/1951,13,6,6.5,42.8
7/25/1951,13.1,0,0,34
7/26/1951,15.1,0,0,25.4
7/27/1951,17.2,0,0,25.7
7/28/1951,19.7,0,0,30
7/29/1951,20.7,0,0,34.9
7/30/1951,21.6,0,0.1,40.4
7/31/1951,23.6,0,0,46.7
8/1/1951,20.7,0,0,47
8/2/1951,20.6,7.2,0.7,43.8
8/3/1951,20,0,0.4,41.8
8/4/1951,16.5,27.1,21.9,50.9
8/5/1951,17.8,0,0,50
8/6/1951,21,0,0,38
8/7/1951,18.8,13.1,8.3,38.7
8/8/1951,17.2,2.1,2.3,62
8/9/1951,13.8,0,2.8,43.1
8/10/1951,13.8,14.1,14.2,29.1
8/11/1951,15.6,0,0,27.8
8/12/1951,17.2,0,0,25.4
8/13/1951,16.1,5.1,4.3,27.2
8/14/1951,16.1,0,0,29.4
8/15/1951,16.9,1.2,0.2,26.3
8/16/1951,13.6,7.2,15.1,30
8/17/1951,14.2,0,0,23.6
8/18/1951,16.5,0,0,21.1
8/19/1951,18.3,0,0,21.9
8/20/1951,17.7,20.5,21.2,26.9
8/21/1951,13.4,36.5,34.2,67.7
8/22/1951,14.7,0.1,1.2,42.8
8/23/1951,14.5,0,0,34
8/24/1951,15.9,0,0,28.1
8/25/1951,16.2,16.2,17.2,27.5
8/26/1951,16,7.6,9.3,41.2
8/27/1951,14.6,0,3.1,37.6
8/28/1951,17.3,0,0,33.7
8/29/1951,19,0,0,35.6
8/30/1951,21.2,0,0,37.3
8/31/1951,14.3,22.2,11.8,39.6
9/1/1951,14.2,3.2,3.8,30.5
9/2/1951,16.2,2,2.5,27.5
9/3/1951,16.1,0,0,29.9
9/4/1951,14.7,0,0,24
9/5/1951,15.6,0,0,23.4
9/6/1951,18.4,0,0.9,25.7
9/7/1951,18.2,0.5,1.2,29.3
9/8/1951,17.4,0,0,26.9
9/9/1951,19.3,0,0,28.8
9/10/1951,19.3,0,0,27.5
9/11/1951,19.5,0,0,27.5
9/12/1951,19.9,0,0,28.7
9/13/1951,20.4,5.5,2.8,34.7
9/14/1951,15,12.2,4.8,38.9
9/15/1951,14.6,0,0,33.3
9/16/1951,17.7,0,0,27.5
9/17/1951,13.6,6.2,4.5,22.3
9/18/1951,12.5,1.3,0,21.2
9/19/1951,11.6,0,0,17.4
9/20/1951,11.1,0,0,15.2
9/21/1951,10.2,0,0,14.2
9/22/1951,11.4,0,0,14.3
9/23/1951,14.1,6.2,5.3,14.2
9/24/1951,13.1,0,0,18.4
9/25/1951,13.2,0,0,16.7
9/26/1951,11.7,11.1,15.9,18.9
9/27/1951,12.5,0,0,14.9
9/28/1951,12.3,26.5,21.4,12.9
9/29/1951,9.5,7,10.2,21.7
9/30/1951,10.9,0,0,16.9
10/1/1951,12.8,0,0,14.9
10/2/1951,12.9,0,0,14
10/3/1951,13.6,0,0,12.9
10/4/1951,12.6,0,0,11.4
10/5/1951,13.3,0,0,10.1
10/6/1951,10.7,0,0,10.1
10/7/1951,10.1,0,0,9.85
10/8/1951,10.4,0,0,9.01
10/9/1951,7.9,0,0,8.44
10/10/1951,7.8,0,0,7.9
10/11/1951,6,0,0,7.36
10/12/1951,6.3,0,0,6.84
10/13/1951,7.8,0,0,6.53
10/14/1951,8,0,0,6.38
10/15/1951,7.9,0,0,6.07
10/16/1951,6.9,0,0,5.91
10/17/1951,7.5,0,0,5.76
10/18/1951,6.8,0,0,5.45
10/19/1951,8.5,0,0,5.6
10/20/1951,11.2,0,3.7,5.76
10/21/1951,12.3,1.6,0.2,5.76
10/22/1951,7,34.2,45,6.38
10/23/1951,3.1,5.1,8.6,5.45
10/24/1951,5.1,0,0,5.76
10/25/1951,6.8,0,0,5.76
10/26/1951,7.2,0,0,5.92
10/27/1951,5,0,0,5.6
10/28/1951,6.7,0,0,5.18
10/29/1951,8,0,0,5.18
10/30/1951,8.2,0,0,4.91
10/31/1951,9.7,4.2,6.5,4.91
11/1/1951,3.2,30.2,16.1,5.76
11/2/1951,5.2,1,0,5.91
11/3/1951,3.8,3.6,5.2,5.45
11/4/1951,3.5,0,0,4.91
11/5/1951,9.5,0,0,4.77
11/6/1951,14.7,0,0,5.18
11/7/1951,10.1,0,0,8.8
11/8/1951,9.1,7.1,9.8,9.43
11/9/1951,9.2,0,0,11.4
11/10/1951,9.6,22,17.3,11.8
11/11/1951,7.3,27.2,27.5,28.2
11/12/1951,5.9,14.2,4.2,21.5
11/13/1951,6.1,7.1,3.3,16.1
11/14/1951,4.9,20.2,13.1,13.6
11/15/1951,3.9,0,0,12.1
11/16/1951,3.9,0,0,10.9
11/17/1951,5.3,0,0,10.1
11/18/1951,9.6,0,0,9.43
11/19/1951,7.1,6.2,5.6,12.1
11/20/1951,6.2,0,0,11.4
11/21/1951,7.1,3.1,3,10.5
11/22/1951,4.6,0,0.3,9.64
11/23/1951,3.6,16.8,13.5,8.44
11/24/1951,6.6,0,3,14
11/25/1951,6.8,12.8,4.7,12.3
11/26/1951,5.2,3.8,4.7,12.9
11/27/1951,1,0,0,10.7
11/28/1951,1.9,2.6,4.2,9.43
11/29/1951,1.2,0.5,0.6,8.44
11/30/1951,1.9,0,0,7.9
12/1/1951,1,0,0,7.18
12/2/1951,2.1,11.2,5.9,6.84
12/3/1951,0.9,2.2,2.7,6.53
12/4/1951,0.6,0,0,5.91
12/5/1951,1,0,0,5.76
12/6/1951,2.6,2.1,0.7,5.6
12/7/1951,3.1,6.5,6.7,5.76
12/8/1951,-1.2,0,0,5.32
12/9/1951,3.6,11.2,6.6,5.76
12/10/1951,5.6,0,0,6.38
12/11/1951,0.6,0,0,5.45
12/12/1951,-3.4,0,0,4.91
12/13/1951,-2.2,0,0,4.91
12/14/1951,-2,0,0,4.91
12/15/1951,-0.7,0,0,4.77
12/16/1951,-0.2,0,0,4.77
12/17/1951,-0.2,0,0,4.63
12/18/1951,-0.1,0,0,4.63
12/19/1951,-0.2,0,0,4.37
12/20/1951,0.3,0,0,4.37
12/21/1951,1.8,0,0,4.37
12/22/1951,0.7,0,0,4.25
12/23/1951,-1.1,0,0,4.13
12/24/1951,-0.8,0,0,4.02
12/25/1951,1.9,10.1,4.1,3.91
12/26/1951,3.8,1.2,4.4,4.02
12/27/1951,1.7,4.5,7.5,3.81
12/28/1951,0.5,2,2.3,3.81
12/29/1951,-1.3,3.1,3.6,3.21
12/30/1951,1.1,2,0.7,3.31
12/31/1951,2.9,0.3,0.4,3.51
1/1/1952,3.2,1,0.8,3.61
1/2/1952,0.8,0,0,3.71
1/3/1952,1.1,1,1,3.51
1/4/1952,1,0.5,0.4,3.51
1/5/1952,0.2,0,0,3.41
1/6/1952,0.6,0,0,3.31
1/7/1952,-0.7,0,0,3.01
1/8/1952,-1,0,0,3.21
1/9/1952,0.4,1.5,5,3.21
1/10/1952,1.5,12.1,10.5,3.21
1/11/1952,4.7,18.1,25.2,4.02
1/12/1952,-0.4,0.1,1.9,5.31
1/13/1952,-2,0,0,4.02
1/14/1952,-2.2,0,0,3.91
1/15/1952,-0.9,0,0,3.61
1/16/1952,1.3,0.5,2.9,3.31
1/17/1952,2.2,5.4,7,3.41
1/18/1952,-1.3,10.5,14.2,3.31
1/19/1952,-2.2,14.4,19.5,3.41
1/20/1952,-3.6,0.5,0.6,3.31
1/21/1952,-7.3,0,0,3.21
1/22/1952,-6.6,0,0,3.21
1/23/1952,-5.9,0,0,3.11
1/24/1952,-4.5,0,0,3.11
1/25/1952,-2.4,3,3.1,3.11
1/26/1952,-3.3,0,0,3.01
1/27/1952,-5.1,3.5,4,3.01
1/28/1952,-7.1,0,0,3.01
1/29/1952,-3.3,0,0,2.91
1/30/1952,-1.2,0,0,2.91
1/31/1952,0.2,6,13.2,2.91
2/1/1952,0.8,7.6,12.3,2.91
2/2/1952,-0.2,0,0,2.81
2/3/1952,-0.3,11.5,13,2.81
2/4/1952,-1,14,15.6,2.81
2/5/1952,-1.4,5.1,4.9,2.81
2/6/1952,-4.1,0,0,2.71
2/7/1952,-1.5,4.5,2.4,2.71
2/8/1952,0,14.5,2.6,2.81
2/9/1952,-2.1,6.8,12.5,2.71
2/10/1952,-1.6,0,0,2.71
2/11/1952,1,15.5,6.9,2.61
2/12/1952,0.8,22,11,2.81
2/13/1952,-2.3,5.6,2,2.71
2/14/1952,-3.6,1.1,0,2.61
2/15/1952,-5,0,0,2.51
2/16/1952,-3.8,0,0,2.61
2/17/1952,-4.8,0,0,2.71
2/18/1952,-4.3,0,0,2.71
2/19/1952,-3,0,0,2.71
2/20/1952,0.3,0,0,2.71
2/21/1952,0.3,0,0,2.71
2/22/1952,0.6,0,0,2.71
2/23/1952,1.4,0,0,2.91
2/24/1952,1.1,0,0,3.21
2/25/1952,-2.5,0,0,3.41
2/26/1952,-1.1,0,0,3.51
2/27/1952,-1.2,0,0,3.61
2/28/1952,1.1,0,0,3.71
2/29/1952,2.9,1,0,3.91
3/1/1952,3,0,0,3.61
3/2/1952,2.3,0,0,3.81
3/3/1952,3,0,0,4.37
3/4/1952,5.4,0,0,4.77
3/5/1952,4.9,6.2,2.9,5.76
3/6/1952,4.3,4.5,10.5,6.85
3/7/1952,2.6,32.2,24.6,6.53
3/8/1952,3.4,0,0.5,7.18
3/9/1952,4.2,8.2,7,7
3/10/1952,4.1,8.2,6.9,8.8
3/11/1952,4.9,0,0,8.44
3/12/1952,4.9,0,0.2,7.9
3/13/1952,5.9,0,0,7.36
3/14/1952,2.4,0,0,7.18
3/15/1952,1.2,0,0,6.54
3/16/1952,5.6,0,0,7
3/17/1952,7.5,0,0,7.36
3/18/1952,7.7,0,0,7.72
3/19/1952,7.9,4.5,1.7,8.26
3/20/1952,6.6,15.2,14.8,8.62
3/21/1952,6,2.2,4.1,12.1
3/22/1952,5.5,19.2,20,11.8
3/23/1952,9.2,0,0,18
3/24/1952,8.9,8.5,7.9,16.3
3/25/1952,6.7,14.1,14.9,16
3/26/1952,1.1,4.6,12.6,14.4
3/27/1952,2.2,0,0,11.9
3/28/1952,3.7,0,0,10.6
3/29/1952,6.9,3.1,4.8,10.8
3/30/1952,8.5,1.2,0.5,12.8
3/31/1952,10.9,0,0,14.3
4/1/1952,4.7,9,13.6,15.9
4/2/1952,-1.4,0,0,14.7
4/3/1952,0.8,0,0,11.7
4/4/1952,2.8,0,0,10.2
4/5/1952,4.6,0,0,9.11
4/6/1952,5.4,0,0,8.54
4/7/1952,9.9,0,0,8.54
4/8/1952,11.1,0,0,10.6
4/9/1952,11.5,0,0,14.1
4/10/1952,13,0,0,17.3
4/11/1952,13.6,0,0,19.9
4/12/1952,14,0,0,19.7
4/13/1952,15.7,0,0,20.5
4/14/1952,13.9,0,0,23.8
4/15/1952,14.3,0,0,26
4/16/1952,14.8,0,0,27.5
4/17/1952,15,0,0,28.5
4/18/1952,15.4,0,0,29.7
4/19/1952,14,8,3.6,30.3
4/20/1952,12.7,2,2.9,34.2
4/21/1952,13.6,0,0.4,32.9
4/22/1952,10.5,18.1,14.2,32.6
4/23/1952,7.4,18.5,21,32.6
4/24/1952,5.9,10.5,7.3,28.8
4/25/1952,8.3,1.5,0,23.2
4/26/1952,9.6,0,0,21
4/27/1952,10,0,0,21
4/28/1952,11,0,0,22.1
4/29/1952,13.3,0,0,23.8
4/30/1952,15.4,0,0,26.9
5/1/1952,15.2,0,0,30.6
5/2/1952,15.9,1.1,4.9,30.9
5/3/1952,13.1,1.2,4.8,31.9
5/4/1952,11.8,4.5,2.5,28.1
5/5/1952,11.6,0,0.5,25.4
5/6/1952,13.7,3.2,2.4,23.8
5/7/1952,13.4,0,0,25
5/8/1952,13.6,0.6,0.5,24.7
5/9/1952,14.5,6.7,0.9,25
5/10/1952,14.8,0,0,28.8
5/11/1952,14.1,27.5,18,31.3
5/12/1952,10.4,5.6,8.5,37.9
5/13/1952,12.4,0,0,34.2
5/14/1952,13.4,0,0,24.4
5/15/1952,14.2,0,0,24.4
5/16/1952,16.1,0,0,26.3
5/17/1952,14.6,0,0,30
5/18/1952,14.1,0,0,30
5/19/1952,14.2,1.2,0.8,27.5
5/20/1952,12.1,3.5,1.6,26
5/21/1952,10.9,0,0,24.4
5/22/1952,11.4,0,0,22.1
5/23/1952,10.4,0,0,19.9
5/24/1952,13.8,6.5,10,19.1
5/25/1952,12.2,0,0,21
5/26/1952,13.1,2.8,2.7,19.7
5/27/1952,14.4,0,0,20.2
5/28/1952,16,0,0,21.9
5/29/1952,17,0.1,0,24.4
5/30/1952,16.6,0,0,26.6
5/31/1952,17.8,0,0,30
6/1/1952,17.5,0,0,33.9
6/2/1952,17.1,19.5,9.4,36.8
6/3/1952,14.8,4.2,4.3,44.7
6/4/1952,16,0,0,41.6
6/5/1952,18.2,0,0,38.2
6/6/1952,18.7,21.2,24.3,40.6
6/7/1952,14.4,19.6,13.4,58.6
6/8/1952,14.3,0.6,0,49.7
6/9/1952,15.4,0,0,35.5
6/10/1952,15.2,0,1.4,30.6
6/11/1952,17.8,0,0,30
6/12/1952,20.4,0.5,0.1,33.9
6/13/1952,17.4,9.2,15.6,40.6
6/14/1952,17,0.8,0,45.1
6/15/1952,18,23.2,1.4,42.3
6/16/1952,16.2,1,1.5,55.9
6/17/1952,17,9.1,2.3,50.4
6/18/1952,15.5,11.2,9,59.3
6/19/1952,14.9,10.5,11.3,46.8
6/20/1952,13.6,0.2,1.8,46.8
6/21/1952,15.1,0,0,39.2
6/22/1952,18.1,0,0,37.2
6/23/1952,17.8,2,0.1,35.8
6/24/1952,18.1,0,0,34.2
6/25/1952,20,0,0,35.8
6/26/1952,19.4,0,0,38.2
6/27/1952,19,0,0,39.9
6/28/1952,17.2,0,0,42.6
6/29/1952,22.9,0,0,45.1
6/30/1952,23.3,0,0,45.4
7/1/1952,24.5,0,0,45.4
7/2/1952,22.5,3.2,0,54.8
7/3/1952,21.2,0.1,0,63.9
7/4/1952,25.7,0,0,65.4
7/5/1952,26.3,0,0,62.4
7/6/1952,25.8,0,0,59
7/7/1952,23.7,3.2,11.8,62.4
7/8/1952,21.4,3.5,4,63.5
7/9/1952,16.6,12.1,16.8,59.7
7/10/1952,18.3,0,0,49
7/11/1952,19.6,0,3,44.7
7/12/1952,20,5.1,5.3,43.6
7/13/1952,19.5,0,0,45.4
7/14/1952,20.1,0,3.8,45.8
7/15/1952,18.5,15.1,9.3,45.7
7/16/1952,17.5,0,0,44.3
7/17/1952,18,0,0,39.9
7/18/1952,19.6,0,0,37.2
7/19/1952,19.9,0,0,35.2
7/20/1952,20.5,0,0,37.2
7/21/1952,20.1,0,0.2,40.6
7/22/1952,20.7,1,20.2,41.9
7/23/1952,21.2,0,0,43.6
7/24/1952,18.8,0,0,38.5
7/25/1952,18.7,0,0,35.2
7/26/1952,19.7,0,0,35.8
7/27/1952,21.2,0.2,0,36.5
7/28/1952,14,22.6,15,40.6
7/29/1952,16.1,0,0,29.7
7/30/1952,17,0,0,25.7
7/31/1952,19.5,0,0,27.5
8/1/1952,20.7,0,8.2,30.5
8/2/1952,21.1,3.3,16.2,31.9
8/3/1952,18.3,3.6,3,37.3
8/4/1952,19.2,0,0,34.9
8/5/1952,22.7,0,0,36
8/6/1952,20.4,19.1,14,36.2
8/7/1952,17,0.9,1,44.4
8/8/1952,19.7,0,0,35.2
8/9/1952,18.3,23.2,8.7,41.7
8/10/1952,16.7,0,0,41.6
8/11/1952,20.3,0,0,35.8
8/12/1952,22.2,0,0,42.9
8/13/1952,24.2,0,0,44.7
8/14/1952,24,0.6,0,47.8
8/15/1952,21.8,24.5,7.4,49.4
8/16/1952,18.1,2,9.5,50.4
8/17/1952,15.1,3.1,4,35.2
8/18/1952,15.1,14.1,14.3,26.3
8/19/1952,15.4,3.2,3.9,40.6
8/20/1952,15.1,3.6,5.3,27.5
8/21/1952,11.9,6.5,15.7,25.7
8/22/1952,13,0,0,23.2
8/23/1952,13.4,7.6,2.4,19.1
8/24/1952,12.4,6.5,12.5,22.7
8/25/1952,15.2,0,0,24.7
8/26/1952,17.1,0,0,23.2
8/27/1952,19,0,0,24.7
8/28/1952,19,0,0,24.4
8/29/1952,20.1,0,0,26.9
8/30/1952,19,18.5,9.2,35.8
8/31/1952,16.9,1,7.1,43
9/1/1952,18.6,0,0.2,35.8
9/2/1952,18.2,0,0,28.8
9/3/1952,16.1,0,0,25.3
9/4/1952,17.2,0,0,22.4
9/5/1952,15.4,10.2,3.4,21.8
9/6/1952,10.9,2,4,24.4
9/7/1952,10.7,1.2,3.1,18.1
9/8/1952,9.4,9.5,8.2,15.5
9/9/1952,9.6,6.1,3.4,14.3
9/10/1952,10.5,5.2,2.8,13.3
9/11/1952,10.4,14.2,12.1,13.5
9/12/1952,9.2,5.1,4.9,19.4
9/13/1952,10.8,0,0,15.2
9/14/1952,11.4,1.2,3.3,13.8
9/15/1952,14.1,0,0,15
9/16/1952,13,0,0,13.1
9/17/1952,12.5,8,2.9,11.7
9/18/1952,11.6,2.2,3.4,11.9
9/19/1952,6.9,5,7.3,11.7
9/20/1952,7.8,0,0,10.2
9/21/1952,9.5,2.6,0.9,9.97
9/22/1952,10.1,4.8,2.2,10.2
9/23/1952,10.6,0,0,10.4
9/24/1952,10.9,0,0,9.74
9/25/1952,12.6,8.2,5,9.53
9/26/1952,10.1,2,1,11
9/27/1952,7.6,8.1,2.5,9.11
9/28/1952,8.1,1.1,2,8.54
9/29/1952,9,2.5,0,8.19
9/30/1952,9.3,0,0,7.66
10/1/1952,9.6,8.2,7.8,7.83
10/2/1952,7.6,2.2,1.7,8.54
10/3/1952,7.8,0,0,7.83
10/4/1952,9,20,27,7.48
10/5/1952,9.9,3.5,0.8,22.1
10/6/1952,9.5,4.6,4.6,15
10/7/1952,12.1,0.1,0.2,14.7
10/8/1952,7.5,0,0,12.2
10/9/1952,6.3,0,0,10.2
10/10/1952,8.2,7.5,9,9.32
10/11/1952,5.8,0,1.9,8.9
10/12/1952,5.7,0,0,8.19
10/13/1952,6.2,20.1,24.2,12.2
10/14/1952,8.3,7.2,3.8,18.8
10/15/1952,6.3,1.5,0,13.1
10/16/1952,8.1,4,2.4,10.8
10/17/1952,8.5,2,4.7,10.6
10/18/1952,6,0,0,9.53
10/19/1952,8.5,0.2,0.1,9.11
10/20/1952,9,0.6,0,9.32
10/21/1952,10.9,1,0.6,11.3
10/22/1952,11.1,7,4.9,9.97
10/23/1952,9.4,4,6.3,12.2
10/24/1952,12.3,3.1,3.6,14.5
10/25/1952,10.9,31.6,16.4,22.4
10/26/1952,8.4,2.5,11.5,26.9
10/27/1952,6.6,0,0,17.3
10/28/1952,7.1,0,0,13.3
10/29/1952,8.2,9.6,4.2,11.9
10/30/1952,7.7,5.9,4.7,11.7
10/31/1952,4.3,7.1,4.1,10.2
11/1/1952,5.4,14,14,9.74
11/2/1952,6.6,14.1,9.6,11.9
11/3/1952,4.9,32.1,27.7,15
11/4/1952,4.4,0,0,13.3
11/5/1952,4.1,0,0,11.5
11/6/1952,6.3,2.5,7.5,10.8
11/7/1952,3.6,30,29.5,11.3
11/8/1952,1.2,12.2,6.8,10.4
11/9/1952,0.2,2.6,0,9.53
11/10/1952,2.8,35.2,43.9,9.11
11/11/1952,2.3,13.1,32.8,12.4
11/12/1952,1.4,6,6.8,10.8
11/13/1952,0,8.4,5.4,9.32
11/14/1952,0.5,3.6,0,8.54
11/15/1952,-1.7,0,0,7.83
11/16/1952,-2.1,0,0,7.12
11/17/1952,-0.6,0,0,7.12
11/18/1952,0.4,0,0,6.66
11/19/1952,0.7,7,14.2,6.96
11/20/1952,0.1,0,0,6.65
11/21/1952,0.8,0,0,6.34
11/22/1952,2,12.7,23.6,6.18
11/23/1952,1.7,2.6,0,6.03
11/24/1952,2.6,0.2,0,5.72
11/25/1952,2.6,17.2,18.6,5.56
11/26/1952,5.1,14.1,13,12.4
11/27/1952,6.9,4.5,1.9,18.5
11/28/1952,4.7,2,0,16.7
11/29/1952,3.3,0,0,14.3
11/30/1952,7.1,12.2,8.5,12.2
12/1/1952,7.4,11.1,11.3,24.4
12/2/1952,5.7,16.1,4.2,23.5
12/3/1952,1.8,4.1,2.3,18.8
12/4/1952,-0.3,0,0,14.7
12/5/1952,-1.3,0,0,12.4
12/6/1952,-2.6,0,0,10.8
12/7/1952,-1.7,0,0,9.74
12/8/1952,-2,0,0,8.54
12/9/1952,-1.8,0,0,8.01
12/10/1952,-2.2,0,0,7.48
12/11/1952,0.7,0,0,7.12
12/12/1952,1.2,1.6,0,6.81
12/13/1952,3.6,8.1,8.8,6.66
12/14/1952,2.4,1.5,11.6,6.18
12/15/1952,0.1,0.5,0.6,5.87
12/16/1952,-1.5,4.1,3,5.29
12/17/1952,1.4,18.5,19.4,5.56
12/18/1952,0,11.2,15.6,5.29
12/19/1952,0.5,5,1.8,5.02
12/20/1952,3.3,3,3.5,5.02
12/21/1952,3.4,6.1,10.7,5.42
12/22/1952,2.1,0.1,7,5.16
12/23/1952,2,12.1,6.9,5.87
12/24/1952,2.6,0.1,2.5,5.87
12/25/1952,2.2,3.1,0,5.42
12/26/1952,-0.8,0,0,5.02
12/27/1952,0.2,0,0,4.89
12/28/1952,-2.2,0,0,4.49
12/29/1952,-2.6,0,0,4.22
12/30/1952,-1.7,0,0,4.22
12/31/1952,-1,0,0,4.1
1/1/1953,-2,0,0,3.99
1/2/1953,-1.1,3.3,2.4,3.76
1/3/1953,-2.5,1,0.7,3.76
1/4/1953,-1.9,0,0,3.52
1/5/1953,-2.4,0,0,3.52
1/6/1953,-3.4,0,0,3.31
1/7/1953,-2.7,0,0,3.2
1/8/1953,-2.7,0,0,3.08
1/9/1953,-2.3,2,0,2.98
1/10/1953,-1,6.1,6.8,3.08
1/11/1953,-2.7,0,0,2.98
1/12/1953,-5.8,0,0,2.88
1/13/1953,-7.7,0,0,2.59
1/14/1953,-5.8,0,0,2.59
1/15/1953,-6.3,0,0,2.49
1/16/1953,-5.5,0,0,2.4
1/17/1953,-6.2,0,0,2.4
1/18/1953,-3.7,0,0,2.59
1/19/1953,-3.2,0,0,2.49
1/20/1953,-3.3,0,0,2.4
1/21/1953,-4.3,0,0,2.4
1/22/1953,-4.1,0,0,2.4
1/23/1953,-4,0,0,2.4
1/24/1953,-4.2,0,0,2.3
1/25/1953,-1.3,6.2,13.5,2.4
1/26/1953,-0.9,0,0,2.59
1/27/1953,-3,0,0,2.3
1/28/1953,1.9,0,0,2.3
1/29/1953,1.4,0,0,2.4
1/30/1953,0.2,0,0,2.4
1/31/1953,1.8,7,14,2.49
2/1/1953,-0.2,5.5,23.5,2.3
2/2/1953,-0.9,10.2,9.7,2.3
2/3/1953,-1.6,1,0,2.2
2/4/1953,-4.2,0,0,2.1
2/5/1953,-3,6,2.8,2.1
2/6/1953,-1.2,0.5,0.7,2.2
2/7/1953,-5.1,3.3,1,1.91
2/8/1953,-6.3,0,0,1.72
2/9/1953,-1.6,2.3,4.5,1.72
2/10/1953,1,0.1,1.9,2.1
2/11/1953,0.7,4,0.3,2.3
2/12/1953,-0.1,1.2,0.4,2.2
2/13/1953,-0.1,0,0,2.1
2/14/1953,-2.2,0,0,2.1
2/15/1953,-2.4,0,0,2
2/16/1953,-2.5,0,0.2,2.1
2/17/1953,-5.8,0,0,2.1
2/18/1953,-1.3,0,0,2
2/19/1953,0.5,0,0,2.1
2/20/1953,3.3,0,0,2.1
2/21/1953,2.2,0,0,2.1
2/22/1953,1.2,0,0,2.3
2/23/1953,0.4,0,0,2.59
2/24/1953,0,0,0,2.98
2/25/1953,0.3,0,0,3.31
2/26/1953,-0.6,0,0,3.52
2/27/1953,-0.1,0,0,3.88
2/28/1953,1.2,0,0,4.22
3/1/1953,1.2,0,0,4.36
3/2/1953,0.9,0,0,4.22
3/3/1953,2,0,0,4.22
3/4/1953,3.4,0,0,4.49
3/5/1953,5.1,0,0,5.02
3/6/1953,2.1,0,0,5.29
3/7/1953,6.4,0.2,3,5.72
3/8/1953,1.2,0,0,5.72
3/9/1953,-0.3,0,0,5.29
3/10/1953,0.9,0,0,5.16
3/11/1953,0.9,3,1.9,5.29
3/12/1953,0.9,0,0,4.89
3/13/1953,1.8,0,0,4.62
3/14/1953,0.5,0,0,4.49
3/15/1953,1.8,0,0,4.22
3/16/1953,5.3,0,0,4.22
3/17/1953,5.7,0,0,4.49
3/18/1953,6.7,0,0,4.62
3/19/1953,6.7,0,0,5.72
3/20/1953,8,0,0,6.81
3/21/1953,7.1,0,0,7.83
3/22/1953,8.4,0,0,8.9
3/23/1953,9.1,0,0,10.2
3/24/1953,9.1,0,0,11
3/25/1953,9.4,0,0,11.9
3/26/1953,10.3,0.1,1.7,12.4
3/27/1953,7.9,0.1,0,12.6
3/28/1953,8,0,0,11.9
3/29/1953,9.6,0,0,12.4
3/30/1953,9.7,0.1,0.1,14.3
3/31/1953,10.6,0.5,0.5,15.7
4/1/1953,9.8,0,0,15.2
4/2/1953,12.3,0,0,16.2
4/3/1953,13.7,0,0,17.3
4/4/1953,13.5,1.5,1.9,18.3
4/5/1953,9.3,0,0,18.3
4/6/1953,8.7,4,0.6,15.4
4/7/1953,8.1,0,0,14
4/8/1953,10.1,1.5,0,13.6
4/9/1953,8.7,25.2,17.7,15.2
4/10/1953,4.3,18.1,18.1,17.3
4/11/1953,7.6,0,0,14.7
4/12/1953,11.2,0,0,14.5
4/13/1953,7.3,13.2,6.9,15.2
4/14/1953,2.8,16.5,12.2,14
4/15/1953,0.9,11.1,10.8,12.8
4/16/1953,3.2,1.5,0,12.2
4/17/1953,6,0,0,12.2
4/18/1953,10,0,0,12.8
4/19/1953,11.9,0,0,14.3
4/20/1953,13.2,0,0,16
4/21/1953,12.2,0,0,17.3
4/22/1953,12.7,0,0,18.3
4/23/1953,12.1,2,4,19.4
4/24/1953,11.5,0.3,0.5,19.9
4/25/1953,12.1,0.1,0,19.6
4/26/1953,12.1,0,0,19.9
4/27/1953,10.6,7.1,10.4,21.6
4/28/1953,8.6,4.1,6,22.7
4/29/1953,8.5,0,0,18.3
4/30/1953,10.9,0,0,16.2
5/1/1953,13.7,0,0.3,17.3
5/2/1953,11.1,0,0,18.3
5/3/1953,14.2,0,0,19.4
5/4/1953,15.4,0,0,22.4
5/5/1953,17,0,0,23.8
5/6/1953,13.1,0,0,23.2
5/7/1953,6.9,0,1.2,20.5
5/8/1953,6.9,0,1.4,17
5/9/1953,6,1.2,1.5,14.7
5/10/1953,4.9,2.5,0,12.4
5/11/1953,7.9,0,0,11.5
5/12/1953,10.5,0,2.6,11.2
5/13/1953,12.9,0,0,11.2
5/14/1953,10.7,4.5,2.7,13
5/15/1953,13.4,0,0,14.5
5/16/1953,18,0,0,19.9
5/17/1953,19,0,0,26.9
5/18/1953,18.2,1.2,0,35.5
5/19/1953,19.5,0,0,43
5/20/1953,19.6,0,0,45.4
5/21/1953,20.5,0,0.3,48.6
5/22/1953,17.5,1,1.2,47.8
5/23/1953,16.9,6.2,5.2,48.2
5/24/1953,18.8,0,0,46.1
5/25/1953,20.5,0,0,47.5
5/26/1953,20.2,0.2,0,48.6
